trial_nr	onset	event_type	phase	response	nr_frames	n	jitter	start_marker_position	response_time	onset_abs	duration
0	0.002543458715081215	instruction	0		30					1.1146785421296954	0.49556241650134325
0	0.49810587521642447	instruction	1		1					1.6102409586310387	0.01618791650980711
0	0.5142937917262316	instruction	0		31					1.6264288751408458	0.5172097915783525
0	1.031503583304584	instruction	1		1					2.1436386667191982	0.016312458086758852
1	1.0478160413913429	fixation1	0		19	40.0	0.0	29.0		2.159951124805957	0.31711495853960514
1	1.364930999930948	fixation2	1		17	40.0	0.0	29.0		2.477066083345562	0.28108987491577864
1	1.6460208748467267	stimulus	2		37	40.0	0.0	29.0		2.758155958261341	0.617963666561991
1	2.2639845414087176	jitter	3		1	40.0	0.0	29.0		3.376119624823332	0.01664508366957307
1	2.26511991629377	response	4		0	40.0	0.0	29.0		3.3772549997083843	
1	2.2806296250782907	feedback	5	29	31	40.0	0.0	29.0	0.0010166671127080917	3.392764708492905	0.5180553747341037
1	2.7986849998123944	iti	6	29	0	40.0	0.0	29.0	0.0010166671127080917	3.9108200832270086	0.003646375145763159
2	2.8023313749581575	fixation1	0		18	30.0	0.0	26.0		3.9144664583727717	0.2964453333988786
2	3.098776708357036	fixation2	1		17	30.0	0.0	26.0		4.21091179177165	0.27751933317631483
2	3.376296041533351	stimulus	2		37	30.0	0.0	26.0		4.488431124947965	0.6208826671354473
2	3.997178708668798	jitter	3		1	30.0	0.0	26.0		5.109313792083412	0.016787541564553976
2	3.9981559584848583	response	4		0	30.0	0.0	26.0		5.1102910418994725	
2	4.013966250233352	feedback	5	26	30	30.0	0.0	26.0	0.000890249852091074	5.126101333647966	0.501416708342731
2	4.515382958576083	iti	6	26	0	30.0	0.0	26.0	0.000890249852091074	5.627518041990697	0.004798999987542629
3	4.520181958563626	fixation1	0		18	18.0	0.0	26.0		5.63231704197824	0.295181583147496
3	4.815363541711122	fixation2	1		18	18.0	0.0	26.0		5.927498625125736	0.29411637457087636
3	5.109479916281998	stimulus	2		37	18.0	0.0	26.0		6.221614999696612	0.6211544587276876
3	5.730634375009686	jitter	3		1	18.0	0.0	26.0		6.8427694584243	0.016658333595842123
3	5.7323034587316215	response	4		0	18.0	0.0	26.0		6.844438542146236	
3	5.747292708605528	feedback	5	26	31	18.0	0.0	26.0	0.0018790829926729202	6.859427792020142	0.5209958329796791
3	6.268288541585207	iti	6	26	0	18.0	0.0	26.0	0.0018790829926729202	7.380423624999821	0.0013104169629514217
0	6.269598958548158	get_score	0		1					7.381734041962773	0.010942666325718164
0	6.280541624873877	score	1		57					7.392676708288491	0.9501409586519003
