trial_nr	onset	event_type	phase	response	nr_frames	n	jitter	start_marker_position	response_time	onset_abs	duration
0	0.002307041548192501	instruction	0		30					1.0463911248371005	0.49551354162395
0	0.4978205831721425	instruction	1		72					1.5419046664610505	1.1946977083571255
0	1.685023291502148	response	1	space						2.729107374791056	
0	1.692518291529268	instruction	0		31					2.736602374818176	0.5209060832858086
0	2.2134243748150766	instruction	1		17					3.2575084581039846	0.2788731250911951
0	2.485728125087917	response	1	space						3.529812208376825	
1	2.4922974999062717	fixation1	0		19	16.0	0.0	23.0		3.5363815831951797	0.32259858306497335
1	2.814896082971245	fixation2	1		18	16.0	0.0	23.0		3.858980166260153	0.29443745827302337
1	3.1093335412442684	stimulus	2		36	16.0	0.0	23.0		4.153417624533176	0.6043272502720356
1	3.713660791516304	jitter	3		84	16.0	0.0	23.0		4.757744874805212	1.4000600413419306
1	3.7151841251179576	response	4		0	16.0	0.0	23.0		4.759268208406866	
1	5.113720832858235	feedback	5	10	31	16.0	0.0	23.0	1.3836725829169154	6.157804916147143	0.5176889169961214
1	5.631409749854356	iti	6	10	0	16.0	0.0	23.0	1.3836725829169154	6.675493833143264	0.00390625
2	5.635315999854356	fixation1	0		18	40.0	0.0	16.0		6.679400083143264	0.296144041698426
2	5.931460041552782	fixation2	1		18	40.0	0.0	16.0		6.97554412484169	0.3011958748102188
2	6.232655916363001	stimulus	2		36	40.0	0.0	16.0		7.276739999651909	0.5973393335007131
2	6.829995249863714	jitter	3		77	40.0	0.0	16.0		7.874079333152622	1.283298207912594
2	6.8310546251013875	response	4		0	40.0	0.0	16.0		7.8751387083902955	
2	8.113293457776308	feedback	5	30	31	40.0	0.0	16.0	1.267227249685675	9.157377541065216	0.517229167278856
2	8.630522625055164	iti	6	30	0	40.0	0.0	16.0	1.267227249685675	9.674606708344072	0.003514582756906748
3	8.63403720781207	fixation1	0		18	27.0	0.0	15.0		9.678121291100979	0.2962790001183748
3	8.930316207930446	fixation2	1		18	27.0	0.0	15.0		9.974400291219354	0.29360633343458176
3	9.223922541365027	stimulus	2		36	27.0	0.0	15.0		10.268006624653935	0.6057214587926865
3	9.829644000157714	jitter	3		80	27.0	0.0	15.0		10.873728083446622	1.333814041223377
3	9.830842166673392	response	4		0	27.0	0.0	15.0		10.8749262499623	
3	11.16345804138109	feedback	5	13	31	27.0	0.0	15.0	1.317393041215837	12.207542124669999	0.5279149166308343
3	11.691372958011925	iti	6	13	0	27.0	0.0	15.0	1.317393041215837	12.735457041300833	0.0016217920929193497
0	11.692994750104845	get_score	0		1					12.737078833393753	0.020561957731842995
0	11.713556707836688	score	1		90					12.757640791125596	1.4999219584278762
0	13.198968375101686	response	1	space						14.243052458390594	
